dt,AverageTemperature,AverageTemperatureUncertainty,City,Country
10/1/1963,28.146,0.327,Colombo,Sri Lanka
11/1/1963,28.123,0.346,Colombo,Sri Lanka
12/1/1963,26.467,0.303,Colombo,Sri Lanka
1/1/1964,23.061,0.571,Colombo,Sri Lanka
2/1/1964,23.717,0.337,Colombo,Sri Lanka
3/1/1964,26.062,0.609,Colombo,Sri Lanka
4/1/1964,27.87,0.845,Colombo,Sri Lanka
5/1/1964,29.1,0.242,Colombo,Sri Lanka
6/1/1964,28.16,0.34,Colombo,Sri Lanka
7/1/1964,27.01,0.242,Colombo,Sri Lanka
8/1/1964,26.462,0.295,Colombo,Sri Lanka
9/1/1964,26.603,0.268,Colombo,Sri Lanka
10/1/1964,27.405,0.412,Colombo,Sri Lanka
11/1/1964,27.125,0.37,Colombo,Sri Lanka
12/1/1964,25.121,0.215,Colombo,Sri Lanka
1/1/1965,25.183,0.292,Colombo,Sri Lanka
2/1/1965,24.172,0.681,Colombo,Sri Lanka
3/1/1965,25.18,0.507,Colombo,Sri Lanka
4/1/1965,27.21,0.73,Colombo,Sri Lanka
5/1/1965,28.498,0.38,Colombo,Sri Lanka
6/1/1965,28.241,0.534,Colombo,Sri Lanka
7/1/1965,26.757,0.37,Colombo,Sri Lanka
8/1/1965,27.098,0.276,Colombo,Sri Lanka
9/1/1965,27.501,0.226,Colombo,Sri Lanka
10/1/1965,28.535,0.583,Colombo,Sri Lanka
11/1/1965,28.275,0.369,Colombo,Sri Lanka
12/1/1965,26.497,0.436,Colombo,Sri Lanka
1/1/1966,24.97,0.297,Colombo,Sri Lanka
2/1/1966,25.564,0.41,Colombo,Sri Lanka
3/1/1966,25.811,0.389,Colombo,Sri Lanka
4/1/1966,26.885,0.621,Colombo,Sri Lanka
5/1/1966,28.691,0.405,Colombo,Sri Lanka
6/1/1966,28.611,0.461,Colombo,Sri Lanka
7/1/1966,27.602,0.361,Colombo,Sri Lanka
8/1/1966,27.28,0.316,Colombo,Sri Lanka
9/1/1966,27.624,0.373,Colombo,Sri Lanka
10/1/1966,29.19,0.335,Colombo,Sri Lanka
11/1/1966,28.397,0.256,Colombo,Sri Lanka
12/1/1966,25.998,0.247,Colombo,Sri Lanka
1/1/1967,23.964,0.474,Colombo,Sri Lanka
2/1/1967,25.061,0.525,Colombo,Sri Lanka
3/1/1967,26.144,0.447,Colombo,Sri Lanka
4/1/1967,27.796,0.51,Colombo,Sri Lanka
5/1/1967,29.339,0.406,Colombo,Sri Lanka
6/1/1967,28.265,0.319,Colombo,Sri Lanka
7/1/1967,27.009,0.454,Colombo,Sri Lanka
8/1/1967,26.882,0.409,Colombo,Sri Lanka
9/1/1967,27.207,0.366,Colombo,Sri Lanka
10/1/1967,28.124,0.23,Colombo,Sri Lanka
11/1/1967,27.517,0.194,Colombo,Sri Lanka
12/1/1967,26.449,0.74,Colombo,Sri Lanka
1/1/1968,23.587,0.332,Colombo,Sri Lanka
2/1/1968,23.074,0.761,Colombo,Sri Lanka
3/1/1968,26.04,0.515,Colombo,Sri Lanka
4/1/1968,26.677,0.827,Colombo,Sri Lanka
5/1/1968,28.153,0.607,Colombo,Sri Lanka
6/1/1968,28.857,0.339,Colombo,Sri Lanka
7/1/1968,27.593,0.738,Colombo,Sri Lanka
8/1/1968,27.024,0.415,Colombo,Sri Lanka
9/1/1968,27.631,0.333,Colombo,Sri Lanka
10/1/1968,27.98,0.444,Colombo,Sri Lanka
11/1/1968,27.734,0.667,Colombo,Sri Lanka
12/1/1968,25.976,0.339,Colombo,Sri Lanka
1/1/1969,24.229,0.471,Colombo,Sri Lanka
2/1/1969,24.52,0.502,Colombo,Sri Lanka
3/1/1969,26.391,0.81,Colombo,Sri Lanka
4/1/1969,28.188,0.696,Colombo,Sri Lanka
5/1/1969,29.627,0.512,Colombo,Sri Lanka
6/1/1969,28.674,0.344,Colombo,Sri Lanka
7/1/1969,27.441,0.274,Colombo,Sri Lanka
8/1/1969,27.073,0.476,Colombo,Sri Lanka
9/1/1969,26.751,0.309,Colombo,Sri Lanka
10/1/1969,28.387,0.47,Colombo,Sri Lanka
11/1/1969,28.834,0.463,Colombo,Sri Lanka
12/1/1969,27.161,0.598,Colombo,Sri Lanka
1/1/1970,24.599,0.349,Colombo,Sri Lanka
2/1/1970,24.568,0.596,Colombo,Sri Lanka
3/1/1970,25.658,0.498,Colombo,Sri Lanka
4/1/1970,27.835,0.611,Colombo,Sri Lanka
5/1/1970,29.348,0.329,Colombo,Sri Lanka
6/1/1970,27.87,0.41,Colombo,Sri Lanka
7/1/1970,27.384,0.152,Colombo,Sri Lanka
8/1/1970,26.703,0.265,Colombo,Sri Lanka
9/1/1970,26.99,0.213,Colombo,Sri Lanka
10/1/1970,28.207,0.449,Colombo,Sri Lanka
11/1/1970,26.876,0.721,Colombo,Sri Lanka
12/1/1970,24.603,0.724,Colombo,Sri Lanka
1/1/1971,23.843,0.196,Colombo,Sri Lanka
2/1/1971,24.143,0.277,Colombo,Sri Lanka
3/1/1971,26.287,0.409,Colombo,Sri Lanka
4/1/1971,28.297,0.363,Colombo,Sri Lanka
5/1/1971,29.159,0.297,Colombo,Sri Lanka
6/1/1971,27.436,0.2,Colombo,Sri Lanka
7/1/1971,27.219,0.274,Colombo,Sri Lanka
8/1/1971,26.773,0.262,Colombo,Sri Lanka
9/1/1971,27.388,0.196,Colombo,Sri Lanka
10/1/1971,27.031,0.226,Colombo,Sri Lanka
11/1/1971,26.43,0.545,Colombo,Sri Lanka
12/1/1971,25.175,0.62,Colombo,Sri Lanka
1/1/1972,24.385,0.517,Colombo,Sri Lanka
2/1/1972,23.262,0.39,Colombo,Sri Lanka
3/1/1972,26.211,0.752,Colombo,Sri Lanka
4/1/1972,27.303,0.406,Colombo,Sri Lanka
5/1/1972,29.177,0.205,Colombo,Sri Lanka
6/1/1972,29.541,1.086,Colombo,Sri Lanka
7/1/1972,27.666,0.267,Colombo,Sri Lanka
8/1/1972,27.516,0.348,Colombo,Sri Lanka
9/1/1972,28.063,0.295,Colombo,Sri Lanka
10/1/1972,29.387,0.691,Colombo,Sri Lanka
11/1/1972,27.558,0.27,Colombo,Sri Lanka
12/1/1972,26.72,0.488,Colombo,Sri Lanka
1/1/1973,23.788,0.617,Colombo,Sri Lanka
2/1/1973,25.291,0.286,Colombo,Sri Lanka
3/1/1973,26.392,0.258,Colombo,Sri Lanka
4/1/1973,28.671,0.497,Colombo,Sri Lanka
5/1/1973,29.733,0.513,Colombo,Sri Lanka
6/1/1973,28.708,0.254,Colombo,Sri Lanka
7/1/1973,27.056,0.251,Colombo,Sri Lanka
8/1/1973,26.744,0.342,Colombo,Sri Lanka
9/1/1973,26.589,0.243,Colombo,Sri Lanka
10/1/1973,28.112,0.363,Colombo,Sri Lanka
11/1/1973,27.164,0.404,Colombo,Sri Lanka
12/1/1973,26.072,0.312,Colombo,Sri Lanka
1/1/1974,24.505,0.208,Colombo,Sri Lanka
2/1/1974,24.386,0.234,Colombo,Sri Lanka
3/1/1974,26.856,0.434,Colombo,Sri Lanka
4/1/1974,28.399,0.219,Colombo,Sri Lanka
5/1/1974,28.81,0.371,Colombo,Sri Lanka
6/1/1974,28.682,0.472,Colombo,Sri Lanka
7/1/1974,27.413,0.499,Colombo,Sri Lanka
8/1/1974,27.076,0.422,Colombo,Sri Lanka
9/1/1974,27.852,0.264,Colombo,Sri Lanka
10/1/1974,27.801,0.246,Colombo,Sri Lanka
11/1/1974,26.218,0.821,Colombo,Sri Lanka
12/1/1974,25.114,0.366,Colombo,Sri Lanka
1/1/1975,23.896,0.443,Colombo,Sri Lanka
2/1/1975,24.225,0.291,Colombo,Sri Lanka
3/1/1975,25.356,0.256,Colombo,Sri Lanka
4/1/1975,27.854,0.598,Colombo,Sri Lanka
5/1/1975,29.07,0.332,Colombo,Sri Lanka
6/1/1975,27.894,0.376,Colombo,Sri Lanka
7/1/1975,27.099,0.376,Colombo,Sri Lanka
8/1/1975,26.546,0.563,Colombo,Sri Lanka
9/1/1975,26.9,0.38,Colombo,Sri Lanka
10/1/1975,27.676,0.396,Colombo,Sri Lanka
11/1/1975,26.516,0.482,Colombo,Sri Lanka
12/1/1975,24.969,0.269,Colombo,Sri Lanka
1/1/1976,23.897,0.215,Colombo,Sri Lanka
2/1/1976,24.518,0.255,Colombo,Sri Lanka
3/1/1976,26.399,0.686,Colombo,Sri Lanka
4/1/1976,26.639,0.299,Colombo,Sri Lanka
5/1/1976,28.388,0.834,Colombo,Sri Lanka
6/1/1976,27.786,0.205,Colombo,Sri Lanka
7/1/1976,27.275,0.398,Colombo,Sri Lanka
8/1/1976,26.881,0.152,Colombo,Sri Lanka
9/1/1976,27.051,0.456,Colombo,Sri Lanka
10/1/1976,29.229,0.562,Colombo,Sri Lanka
11/1/1976,29.267,0.272,Colombo,Sri Lanka
12/1/1976,26.901,0.284,Colombo,Sri Lanka
1/1/1977,24.585,0.282,Colombo,Sri Lanka
2/1/1977,24.792,0.495,Colombo,Sri Lanka
3/1/1977,27.517,0.481,Colombo,Sri Lanka
4/1/1977,27.786,0.35,Colombo,Sri Lanka
5/1/1977,29.128,0.427,Colombo,Sri Lanka
6/1/1977,28.434,0.262,Colombo,Sri Lanka
7/1/1977,27.044,0.226,Colombo,Sri Lanka
8/1/1977,27.151,0.401,Colombo,Sri Lanka
9/1/1977,27.143,0.327,Colombo,Sri Lanka
10/1/1977,29.005,0.476,Colombo,Sri Lanka
11/1/1977,29.331,0.52,Colombo,Sri Lanka
12/1/1977,26.419,0.651,Colombo,Sri Lanka
1/1/1978,24.417,0.413,Colombo,Sri Lanka
2/1/1978,24.186,0.295,Colombo,Sri Lanka
3/1/1978,24.689,0.265,Colombo,Sri Lanka
4/1/1978,27.373,0.422,Colombo,Sri Lanka
5/1/1978,29.452,0.405,Colombo,Sri Lanka
6/1/1978,27.468,0.393,Colombo,Sri Lanka
7/1/1978,27.144,0.328,Colombo,Sri Lanka
8/1/1978,26.755,0.321,Colombo,Sri Lanka
9/1/1978,27.03,0.278,Colombo,Sri Lanka
10/1/1978,28.437,0.311,Colombo,Sri Lanka
11/1/1978,28.724,0.63,Colombo,Sri Lanka
12/1/1978,26.959,0.574,Colombo,Sri Lanka
1/1/1979,25.217,0.376,Colombo,Sri Lanka
2/1/1979,23.565,0.374,Colombo,Sri Lanka
3/1/1979,25.309,0.261,Colombo,Sri Lanka
4/1/1979,27.45,0.429,Colombo,Sri Lanka
5/1/1979,28.817,0.358,Colombo,Sri Lanka
6/1/1979,28.986,0.263,Colombo,Sri Lanka
7/1/1979,27.815,0.352,Colombo,Sri Lanka
8/1/1979,26.644,0.302,Colombo,Sri Lanka
9/1/1979,27.581,0.296,Colombo,Sri Lanka
10/1/1979,28.636,0.556,Colombo,Sri Lanka
11/1/1979,28.678,0.551,Colombo,Sri Lanka
12/1/1979,26.715,0.321,Colombo,Sri Lanka
1/1/1980,24.733,0.351,Colombo,Sri Lanka
2/1/1980,25.053,0.26,Colombo,Sri Lanka
3/1/1980,26.108,0.316,Colombo,Sri Lanka
4/1/1980,28.57,0.495,Colombo,Sri Lanka
5/1/1980,29.768,0.228,Colombo,Sri Lanka
6/1/1980,27.68,0.251,Colombo,Sri Lanka
7/1/1980,27.395,0.357,Colombo,Sri Lanka
8/1/1980,26.725,0.27,Colombo,Sri Lanka
9/1/1980,27.461,0.27,Colombo,Sri Lanka
10/1/1980,28.601,0.716,Colombo,Sri Lanka
11/1/1980,28.51,0.449,Colombo,Sri Lanka
12/1/1980,25.562,0.246,Colombo,Sri Lanka
1/1/1981,24.377,0.234,Colombo,Sri Lanka
2/1/1981,24.678,0.408,Colombo,Sri Lanka
3/1/1981,26.261,0.342,Colombo,Sri Lanka
4/1/1981,27.634,0.49,Colombo,Sri Lanka
5/1/1981,29.565,0.417,Colombo,Sri Lanka
6/1/1981,29.252,0.652,Colombo,Sri Lanka
7/1/1981,27.208,0.264,Colombo,Sri Lanka
8/1/1981,26.829,0.251,Colombo,Sri Lanka
9/1/1981,27.466,0.284,Colombo,Sri Lanka
10/1/1981,28.704,0.556,Colombo,Sri Lanka
11/1/1981,26.8,0.417,Colombo,Sri Lanka
12/1/1981,26.094,0.38,Colombo,Sri Lanka
1/1/1982,24.818,0.332,Colombo,Sri Lanka
2/1/1982,24.502,0.263,Colombo,Sri Lanka
3/1/1982,25.289,0.259,Colombo,Sri Lanka
4/1/1982,26.984,0.264,Colombo,Sri Lanka
5/1/1982,29.16,0.527,Colombo,Sri Lanka
6/1/1982,28.991,0.386,Colombo,Sri Lanka
7/1/1982,27.681,0.28,Colombo,Sri Lanka
8/1/1982,27.14,0.329,Colombo,Sri Lanka
9/1/1982,27.327,0.337,Colombo,Sri Lanka
10/1/1982,29.267,0.197,Colombo,Sri Lanka
11/1/1982,28.054,0.299,Colombo,Sri Lanka
12/1/1982,26.637,0.313,Colombo,Sri Lanka
1/1/1983,24.22,0.232,Colombo,Sri Lanka
2/1/1983,23.095,0.642,Colombo,Sri Lanka
3/1/1983,24.789,0.308,Colombo,Sri Lanka
4/1/1983,26.285,0.341,Colombo,Sri Lanka
5/1/1983,29.241,0.182,Colombo,Sri Lanka
6/1/1983,29.183,0.284,Colombo,Sri Lanka
7/1/1983,27.734,0.411,Colombo,Sri Lanka
8/1/1983,27.048,0.223,Colombo,Sri Lanka
9/1/1983,27.128,0.181,Colombo,Sri Lanka
10/1/1983,27.622,0.324,Colombo,Sri Lanka
11/1/1983,26.457,0.301,Colombo,Sri Lanka
12/1/1983,25.752,0.274,Colombo,Sri Lanka
1/1/1984,23.637,0.334,Colombo,Sri Lanka
2/1/1984,24.445,0.199,Colombo,Sri Lanka
3/1/1984,27.251,0.266,Colombo,Sri Lanka
4/1/1984,28.561,0.228,Colombo,Sri Lanka
5/1/1984,29.748,0.335,Colombo,Sri Lanka
6/1/1984,28.353,0.349,Colombo,Sri Lanka
7/1/1984,26.841,0.371,Colombo,Sri Lanka
8/1/1984,26.514,0.427,Colombo,Sri Lanka
9/1/1984,26.888,0.176,Colombo,Sri Lanka
10/1/1984,27.919,0.261,Colombo,Sri Lanka
11/1/1984,27.275,0.615,Colombo,Sri Lanka
12/1/1984,26.219,0.285,Colombo,Sri Lanka
1/1/1985,24.501,0.341,Colombo,Sri Lanka
2/1/1985,24.402,0.361,Colombo,Sri Lanka
3/1/1985,26.959,0.404,Colombo,Sri Lanka
4/1/1985,27.46,0.493,Colombo,Sri Lanka
5/1/1985,29.289,0.193,Colombo,Sri Lanka
6/1/1985,27.992,0.339,Colombo,Sri Lanka
7/1/1985,27.158,0.313,Colombo,Sri Lanka
8/1/1985,26.783,0.184,Colombo,Sri Lanka
9/1/1985,27.584,0.374,Colombo,Sri Lanka
10/1/1985,27.399,0.323,Colombo,Sri Lanka
11/1/1985,27.252,0.177,Colombo,Sri Lanka
12/1/1985,26.386,0.366,Colombo,Sri Lanka
1/1/1986,25.021,0.341,Colombo,Sri Lanka
2/1/1986,24.364,0.296,Colombo,Sri Lanka
3/1/1986,26.31,0.458,Colombo,Sri Lanka
4/1/1986,27.854,0.44,Colombo,Sri Lanka
5/1/1986,29.522,0.261,Colombo,Sri Lanka
6/1/1986,28.492,0.387,Colombo,Sri Lanka
7/1/1986,27.608,0.24,Colombo,Sri Lanka
8/1/1986,26.631,0.359,Colombo,Sri Lanka
9/1/1986,27.617,0.164,Colombo,Sri Lanka
10/1/1986,28.57,0.336,Colombo,Sri Lanka
11/1/1986,28.283,0.55,Colombo,Sri Lanka
12/1/1986,25.631,0.272,Colombo,Sri Lanka
1/1/1987,25.444,0.466,Colombo,Sri Lanka
2/1/1987,25.142,0.478,Colombo,Sri Lanka
3/1/1987,26.468,0.334,Colombo,Sri Lanka
4/1/1987,28.08,0.264,Colombo,Sri Lanka
5/1/1987,29.488,0.372,Colombo,Sri Lanka
6/1/1987,28.87,0.287,Colombo,Sri Lanka
7/1/1987,28.141,0.541,Colombo,Sri Lanka
8/1/1987,27.587,0.403,Colombo,Sri Lanka
9/1/1987,28.656,0.272,Colombo,Sri Lanka
10/1/1987,28.969,0.362,Colombo,Sri Lanka
11/1/1987,28.928,0.283,Colombo,Sri Lanka
12/1/1987,27.056,0.432,Colombo,Sri Lanka
1/1/1988,25.834,0.247,Colombo,Sri Lanka
2/1/1988,25.35,0.478,Colombo,Sri Lanka
3/1/1988,25.666,0.261,Colombo,Sri Lanka
4/1/1988,28.242,0.31,Colombo,Sri Lanka
5/1/1988,29.918,0.433,Colombo,Sri Lanka
6/1/1988,29.004,0.299,Colombo,Sri Lanka
7/1/1988,27.272,0.414,Colombo,Sri Lanka
8/1/1988,27.529,0.252,Colombo,Sri Lanka
9/1/1988,27.664,0.389,Colombo,Sri Lanka
10/1/1988,27.928,0.206,Colombo,Sri Lanka
11/1/1988,27.417,0.442,Colombo,Sri Lanka
12/1/1988,26.264,0.334,Colombo,Sri Lanka
1/1/1989,24.358,0.388,Colombo,Sri Lanka
2/1/1989,24.283,0.287,Colombo,Sri Lanka
3/1/1989,25.544,0.397,Colombo,Sri Lanka
4/1/1989,27.266,0.555,Colombo,Sri Lanka
5/1/1989,29.375,0.355,Colombo,Sri Lanka
6/1/1989,27.902,0.353,Colombo,Sri Lanka
7/1/1989,27.362,0.33,Colombo,Sri Lanka
8/1/1989,26.665,0.254,Colombo,Sri Lanka
9/1/1989,27.37,0.228,Colombo,Sri Lanka
10/1/1989,28.173,0.387,Colombo,Sri Lanka
11/1/1989,28.428,0.279,Colombo,Sri Lanka
12/1/1989,26.231,0.31,Colombo,Sri Lanka
1/1/1990,25.761,0.241,Colombo,Sri Lanka
2/1/1990,24.781,0.302,Colombo,Sri Lanka
3/1/1990,25.021,0.461,Colombo,Sri Lanka
4/1/1990,27.014,0.45,Colombo,Sri Lanka
5/1/1990,29.101,0.465,Colombo,Sri Lanka
6/1/1990,28.11,0.429,Colombo,Sri Lanka
7/1/1990,27.355,0.316,Colombo,Sri Lanka
8/1/1990,26.477,0.382,Colombo,Sri Lanka
9/1/1990,27.054,0.186,Colombo,Sri Lanka
10/1/1990,28.027,0.451,Colombo,Sri Lanka
11/1/1990,28.215,0.21,Colombo,Sri Lanka
12/1/1990,26.787,0.266,Colombo,Sri Lanka
1/1/1991,23.931,0.436,Colombo,Sri Lanka
2/1/1991,24.039,0.48,Colombo,Sri Lanka
3/1/1991,25.637,0.526,Colombo,Sri Lanka
4/1/1991,27.849,0.332,Colombo,Sri Lanka
5/1/1991,29.81,0.386,Colombo,Sri Lanka
6/1/1991,28.771,0.411,Colombo,Sri Lanka
7/1/1991,26.909,0.37,Colombo,Sri Lanka
8/1/1991,26.835,0.256,Colombo,Sri Lanka
9/1/1991,27.653,0.208,Colombo,Sri Lanka
10/1/1991,28.332,0.368,Colombo,Sri Lanka
11/1/1991,28.272,0.236,Colombo,Sri Lanka
12/1/1991,25.496,0.349,Colombo,Sri Lanka
1/1/1992,24.587,0.216,Colombo,Sri Lanka
2/1/1992,23.655,0.487,Colombo,Sri Lanka
3/1/1992,25.795,0.38,Colombo,Sri Lanka
4/1/1992,26.797,0.52,Colombo,Sri Lanka
5/1/1992,29.273,0.268,Colombo,Sri Lanka
6/1/1992,29.334,0.419,Colombo,Sri Lanka
7/1/1992,28.111,0.254,Colombo,Sri Lanka
8/1/1992,27.022,0.223,Colombo,Sri Lanka
9/1/1992,27.509,0.246,Colombo,Sri Lanka
10/1/1992,28.066,0.173,Colombo,Sri Lanka
11/1/1992,28.31,0.344,Colombo,Sri Lanka
12/1/1992,26.434,0.439,Colombo,Sri Lanka
1/1/1993,24.933,0.281,Colombo,Sri Lanka
2/1/1993,24.954,0.743,Colombo,Sri Lanka
3/1/1993,25.694,0.281,Colombo,Sri Lanka
4/1/1993,27.161,0.33,Colombo,Sri Lanka
5/1/1993,29.529,0.456,Colombo,Sri Lanka
6/1/1993,28.959,0.177,Colombo,Sri Lanka
7/1/1993,27.556,0.202,Colombo,Sri Lanka
8/1/1993,27.374,0.202,Colombo,Sri Lanka
9/1/1993,26.913,0.297,Colombo,Sri Lanka
10/1/1993,28.332,0.39,Colombo,Sri Lanka
11/1/1993,28.359,0.338,Colombo,Sri Lanka
12/1/1993,26.247,0.799,Colombo,Sri Lanka
1/1/1994,25.26,0.35,Colombo,Sri Lanka
2/1/1994,24.071,0.433,Colombo,Sri Lanka
3/1/1994,26.883,0.351,Colombo,Sri Lanka
4/1/1994,27.366,0.376,Colombo,Sri Lanka
5/1/1994,29.439,0.246,Colombo,Sri Lanka
6/1/1994,28.081,0.351,Colombo,Sri Lanka
7/1/1994,26.852,0.31,Colombo,Sri Lanka
8/1/1994,26.993,0.208,Colombo,Sri Lanka
9/1/1994,26.739,0.361,Colombo,Sri Lanka
10/1/1994,28.569,0.243,Colombo,Sri Lanka
11/1/1994,28.292,0.685,Colombo,Sri Lanka
12/1/1994,25.26,0.537,Colombo,Sri Lanka
1/1/1995,23.575,0.302,Colombo,Sri Lanka
2/1/1995,24.824,0.367,Colombo,Sri Lanka
3/1/1995,25.669,0.255,Colombo,Sri Lanka
4/1/1995,27.595,0.327,Colombo,Sri Lanka
5/1/1995,29.566,0.414,Colombo,Sri Lanka
6/1/1995,29.929,0.4,Colombo,Sri Lanka
7/1/1995,27.779,0.223,Colombo,Sri Lanka
8/1/1995,27.976,0.271,Colombo,Sri Lanka
9/1/1995,27.692,0.249,Colombo,Sri Lanka
10/1/1995,28.623,0.216,Colombo,Sri Lanka
11/1/1995,27.494,0.559,Colombo,Sri Lanka
12/1/1995,26.384,0.386,Colombo,Sri Lanka
1/1/1996,24.869,0.632,Colombo,Sri Lanka
2/1/1996,25.38,0.23,Colombo,Sri Lanka
3/1/1996,27.192,0.24,Colombo,Sri Lanka
4/1/1996,27.764,0.302,Colombo,Sri Lanka
5/1/1996,29.443,0.353,Colombo,Sri Lanka
6/1/1996,29.081,0.233,Colombo,Sri Lanka
7/1/1996,27.485,0.262,Colombo,Sri Lanka
8/1/1996,26.927,0.199,Colombo,Sri Lanka
9/1/1996,27.365,0.238,Colombo,Sri Lanka
10/1/1996,27.769,0.3,Colombo,Sri Lanka
11/1/1996,27.261,0.497,Colombo,Sri Lanka
12/1/1996,26.477,0.563,Colombo,Sri Lanka
1/1/1997,24.12,0.465,Colombo,Sri Lanka
2/1/1997,23.586,0.59,Colombo,Sri Lanka
3/1/1997,26.664,0.471,Colombo,Sri Lanka
4/1/1997,26.892,0.306,Colombo,Sri Lanka
5/1/1997,29.12,0.395,Colombo,Sri Lanka
6/1/1997,28.466,0.383,Colombo,Sri Lanka
7/1/1997,28.106,0.283,Colombo,Sri Lanka
8/1/1997,27.41,0.334,Colombo,Sri Lanka
9/1/1997,27.825,0.357,Colombo,Sri Lanka
10/1/1997,28.814,0.312,Colombo,Sri Lanka
11/1/1997,29.153,0.443,Colombo,Sri Lanka
12/1/1997,26.065,0.648,Colombo,Sri Lanka
1/1/1998,25.202,0.342,Colombo,Sri Lanka
2/1/1998,24.647,0.564,Colombo,Sri Lanka
3/1/1998,25.877,0.354,Colombo,Sri Lanka
4/1/1998,28.454,0.346,Colombo,Sri Lanka
5/1/1998,30.659,0.321,Colombo,Sri Lanka
6/1/1998,29.408,0.269,Colombo,Sri Lanka
7/1/1998,28.08,0.281,Colombo,Sri Lanka
8/1/1998,27.918,0.177,Colombo,Sri Lanka
9/1/1998,27.697,0.203,Colombo,Sri Lanka
10/1/1998,28.231,0.291,Colombo,Sri Lanka
11/1/1998,28.125,0.361,Colombo,Sri Lanka
12/1/1998,26.266,0.746,Colombo,Sri Lanka
1/1/1999,24.259,0.421,Colombo,Sri Lanka
2/1/1999,25.874,0.232,Colombo,Sri Lanka
3/1/1999,26.611,0.254,Colombo,Sri Lanka
4/1/1999,27.852,0.446,Colombo,Sri Lanka
5/1/1999,28.708,0.317,Colombo,Sri Lanka
6/1/1999,27.982,0.253,Colombo,Sri Lanka
7/1/1999,27.599,0.24,Colombo,Sri Lanka
8/1/1999,27.424,0.327,Colombo,Sri Lanka
9/1/1999,27.473,0.272,Colombo,Sri Lanka
10/1/1999,28.354,0.289,Colombo,Sri Lanka
11/1/1999,27.978,0.376,Colombo,Sri Lanka
12/1/1999,26.32,0.642,Colombo,Sri Lanka
1/1/2000,25.599,0.362,Colombo,Sri Lanka
2/1/2000,24.076,0.582,Colombo,Sri Lanka
3/1/2000,25.489,0.507,Colombo,Sri Lanka
4/1/2000,28.188,0.371,Colombo,Sri Lanka
5/1/2000,28.86,0.341,Colombo,Sri Lanka
6/1/2000,28.342,0.326,Colombo,Sri Lanka
7/1/2000,27.188,0.277,Colombo,Sri Lanka
8/1/2000,27.461,0.412,Colombo,Sri Lanka
9/1/2000,27.997,0.215,Colombo,Sri Lanka
10/1/2000,28.82,0.406,Colombo,Sri Lanka
11/1/2000,28.265,0.448,Colombo,Sri Lanka
12/1/2000,26.159,0.698,Colombo,Sri Lanka
1/1/2001,24.912,0.471,Colombo,Sri Lanka
2/1/2001,24.375,0.527,Colombo,Sri Lanka
3/1/2001,25.555,0.557,Colombo,Sri Lanka
4/1/2001,27.918,0.318,Colombo,Sri Lanka
5/1/2001,29.255,0.361,Colombo,Sri Lanka
6/1/2001,28.288,0.417,Colombo,Sri Lanka
7/1/2001,27.211,0.313,Colombo,Sri Lanka
8/1/2001,27.265,0.277,Colombo,Sri Lanka
9/1/2001,28.02,0.305,Colombo,Sri Lanka
10/1/2001,28.558,0.286,Colombo,Sri Lanka
11/1/2001,28.595,0.505,Colombo,Sri Lanka
12/1/2001,26.972,0.243,Colombo,Sri Lanka
1/1/2002,24.605,0.532,Colombo,Sri Lanka
2/1/2002,25.46,0.378,Colombo,Sri Lanka
3/1/2002,26.802,0.333,Colombo,Sri Lanka
4/1/2002,28.526,0.38,Colombo,Sri Lanka
5/1/2002,30.102,0.606,Colombo,Sri Lanka
6/1/2002,28.512,0.422,Colombo,Sri Lanka
7/1/2002,28.483,0.39,Colombo,Sri Lanka
8/1/2002,26.876,0.262,Colombo,Sri Lanka
9/1/2002,27.784,0.624,Colombo,Sri Lanka
10/1/2002,29.325,0.471,Colombo,Sri Lanka
11/1/2002,28.426,0.395,Colombo,Sri Lanka
12/1/2002,26.643,0.55,Colombo,Sri Lanka
1/1/2003,25.877,0.34,Colombo,Sri Lanka
2/1/2003,25.688,0.327,Colombo,Sri Lanka
3/1/2003,26.58,0.342,Colombo,Sri Lanka
4/1/2003,28.113,0.494,Colombo,Sri Lanka
5/1/2003,29.657,0.432,Colombo,Sri Lanka
6/1/2003,28.692,0.375,Colombo,Sri Lanka
7/1/2003,27.688,0.355,Colombo,Sri Lanka
8/1/2003,27.551,0.321,Colombo,Sri Lanka
9/1/2003,27.523,0.324,Colombo,Sri Lanka
10/1/2003,28.915,0.428,Colombo,Sri Lanka
11/1/2003,28.787,0.327,Colombo,Sri Lanka
12/1/2003,25.87,0.884,Colombo,Sri Lanka
1/1/2004,24.406,0.826,Colombo,Sri Lanka
2/1/2004,24.867,0.816,Colombo,Sri Lanka
3/1/2004,27.441,0.396,Colombo,Sri Lanka
4/1/2004,27.998,0.391,Colombo,Sri Lanka
5/1/2004,29.498,0.457,Colombo,Sri Lanka
6/1/2004,28.333,0.37,Colombo,Sri Lanka
7/1/2004,27.505,0.285,Colombo,Sri Lanka
8/1/2004,26.875,0.277,Colombo,Sri Lanka
9/1/2004,27.612,0.314,Colombo,Sri Lanka
10/1/2004,27.983,0.696,Colombo,Sri Lanka
11/1/2004,28.712,0.528,Colombo,Sri Lanka
12/1/2004,26.595,0.28,Colombo,Sri Lanka
1/1/2005,24.447,0.577,Colombo,Sri Lanka
2/1/2005,24.707,0.885,Colombo,Sri Lanka
3/1/2005,25.961,0.294,Colombo,Sri Lanka
