dt,AverageTemperature,AverageTemperatureUncertainty,City,Country
1880-10-01,27.768,0.973,Colombo,Sri Lanka
1880-11-01,27.281,1.789,Colombo,Sri Lanka
1880-12-01,25.757,0.813,Colombo,Sri Lanka
1881-01-01,24.511,0.853,Colombo,Sri Lanka
1881-02-01,24.744,0.82,Colombo,Sri Lanka
1881-03-01,25.499,0.601,Colombo,Sri Lanka
1881-04-01,27.303,0.708,Colombo,Sri Lanka
1881-05-01,29.224,0.591,Colombo,Sri Lanka
1881-06-01,28.003,0.89,Colombo,Sri Lanka
1881-07-01,26.749,0.549,Colombo,Sri Lanka
1881-08-01,26.456,0.455,Colombo,Sri Lanka
1881-09-01,26.621,0.491,Colombo,Sri Lanka
1881-10-01,27.531,0.651,Colombo,Sri Lanka
1881-11-01,26.512,0.81,Colombo,Sri Lanka
1881-12-01,25.46,0.825,Colombo,Sri Lanka
1882-01-01,25.067,0.91,Colombo,Sri Lanka
1882-02-01,23.925,0.537,Colombo,Sri Lanka
1882-03-01,26.184,0.723,Colombo,Sri Lanka
1882-04-01,27.207,0.691,Colombo,Sri Lanka
1882-05-01,28.228,0.666,Colombo,Sri Lanka
1882-06-01,26.776,0.482,Colombo,Sri Lanka
1882-07-01,25.806,0.363,Colombo,Sri Lanka
1882-08-01,26.439,0.544,Colombo,Sri Lanka
1882-09-01,26.512,0.359,Colombo,Sri Lanka
1882-10-01,27.155,0.541,Colombo,Sri Lanka
1882-11-01,26.203,1.335,Colombo,Sri Lanka
1882-12-01,25.334,0.725,Colombo,Sri Lanka
1883-01-01,24.156,0.627,Colombo,Sri Lanka
1883-02-01,23.875,0.956,Colombo,Sri Lanka
1883-03-01,25.004,0.655,Colombo,Sri Lanka
1883-04-01,27.157,0.517,Colombo,Sri Lanka
1883-05-01,28.617,0.808,Colombo,Sri Lanka
1883-06-01,27.208,0.511,Colombo,Sri Lanka
1883-07-01,26.372,0.611,Colombo,Sri Lanka
1883-08-01,26.461,0.435,Colombo,Sri Lanka
1883-09-01,25.854,0.532,Colombo,Sri Lanka
1883-10-01,26.999,0.714,Colombo,Sri Lanka
1883-11-01,25.788,0.775,Colombo,Sri Lanka
1883-12-01,23.267,1.308,Colombo,Sri Lanka
1884-01-01,22.562,0.772,Colombo,Sri Lanka
1884-02-01,23.271,0.864,Colombo,Sri Lanka
1884-03-01,25.598,0.862,Colombo,Sri Lanka
1884-04-01,26.645,0.76,Colombo,Sri Lanka
1884-05-01,28.524,0.809,Colombo,Sri Lanka
1884-06-01,28.245,0.47,Colombo,Sri Lanka
1884-07-01,26.699,0.534,Colombo,Sri Lanka
1884-08-01,26.645,0.585,Colombo,Sri Lanka
1884-09-01,26.022,0.647,Colombo,Sri Lanka
1884-10-01,26.873,0.423,Colombo,Sri Lanka
1884-11-01,25.89,0.882,Colombo,Sri Lanka
1884-12-01,24.521,0.875,Colombo,Sri Lanka
1885-01-01,23.958,1.483,Colombo,Sri Lanka
1885-02-01,22.436,0.744,Colombo,Sri Lanka
1885-03-01,25.244,1.17,Colombo,Sri Lanka
1885-04-01,26.329,1.149,Colombo,Sri Lanka
1885-05-01,28.114,0.834,Colombo,Sri Lanka
1885-06-01,28.499,0.659,Colombo,Sri Lanka
1885-07-01,27.055,0.781,Colombo,Sri Lanka
1885-08-01,26.664,0.684,Colombo,Sri Lanka
1885-09-01,27.002,0.669,Colombo,Sri Lanka
1885-10-01,27.683,0.704,Colombo,Sri Lanka
1885-11-01,27.124,0.701,Colombo,Sri Lanka
1885-12-01,24.969,1.022,Colombo,Sri Lanka
1886-01-01,23.405,0.722,Colombo,Sri Lanka
1886-02-01,23.654,1.022,Colombo,Sri Lanka
1886-03-01,25.581,0.553,Colombo,Sri Lanka
1886-04-01,27.217,1.04,Colombo,Sri Lanka
1886-05-01,29.047,0.979,Colombo,Sri Lanka
1886-06-01,27.747,0.787,Colombo,Sri Lanka
1886-07-01,26.596,0.787,Colombo,Sri Lanka
1886-08-01,26.504,0.504,Colombo,Sri Lanka
1886-09-01,27.007,0.576,Colombo,Sri Lanka
1886-10-01,27.667,1.14,Colombo,Sri Lanka
1886-11-01,27.21,0.667,Colombo,Sri Lanka
1886-12-01,24.889,1.026,Colombo,Sri Lanka
1887-01-01,23.343,1.588,Colombo,Sri Lanka
1887-02-01,23.473,1.048,Colombo,Sri Lanka
1887-03-01,25.297,0.862,Colombo,Sri Lanka
1887-04-01,27.221,1.29,Colombo,Sri Lanka
1887-05-01,28.145,0.594,Colombo,Sri Lanka
1887-06-01,26.801,0.442,Colombo,Sri Lanka
1887-07-01,25.925,0.663,Colombo,Sri Lanka
1887-08-01,25.859,0.451,Colombo,Sri Lanka
1887-09-01,26.162,0.556,Colombo,Sri Lanka
1887-10-01,27.383,0.407,Colombo,Sri Lanka
1887-11-01,27.002,0.771,Colombo,Sri Lanka
1887-12-01,24.948,1.053,Colombo,Sri Lanka
1888-01-01,23.416,1.087,Colombo,Sri Lanka
1888-02-01,24.064,0.933,Colombo,Sri Lanka
1888-03-01,26.362,0.814,Colombo,Sri Lanka
1888-04-01,27.666,1.136,Colombo,Sri Lanka
1888-05-01,28.347,0.421,Colombo,Sri Lanka
1888-06-01,28.137,0.969,Colombo,Sri Lanka
1888-07-01,26.753,0.524,Colombo,Sri Lanka
1888-08-01,26.305,0.458,Colombo,Sri Lanka
1888-09-01,27.274,0.527,Colombo,Sri Lanka
1888-10-01,28.182,0.763,Colombo,Sri Lanka
1888-11-01,27.634,0.503,Colombo,Sri Lanka
1888-12-01,25.489,0.971,Colombo,Sri Lanka
1889-01-01,24.783,0.644,Colombo,Sri Lanka
1889-02-01,24.412,0.7,Colombo,Sri Lanka
1889-03-01,26.116,0.884,Colombo,Sri Lanka
1889-04-01,27.813,1.615,Colombo,Sri Lanka
1889-05-01,29.586,0.966,Colombo,Sri Lanka
1889-06-01,28.019,0.386,Colombo,Sri Lanka
1889-07-01,27.157,0.923,Colombo,Sri Lanka
1889-08-01,26.831,0.4,Colombo,Sri Lanka
1889-09-01,27.64,0.776,Colombo,Sri Lanka
1889-10-01,26.811,0.304,Colombo,Sri Lanka
1889-11-01,25.544,0.826,Colombo,Sri Lanka
1889-12-01,24.813,1.212,Colombo,Sri Lanka
1890-01-01,24.225,1.042,Colombo,Sri Lanka
1890-02-01,25.017,0.867,Colombo,Sri Lanka
1890-03-01,25.878,0.995,Colombo,Sri Lanka
1890-04-01,27.679,1.241,Colombo,Sri Lanka
1890-05-01,28.7,1.066,Colombo,Sri Lanka
1890-06-01,27.16,0.771,Colombo,Sri Lanka
1890-07-01,26.261,0.497,Colombo,Sri Lanka
1890-08-01,25.721,0.411,Colombo,Sri Lanka
1890-09-01,26.328,0.552,Colombo,Sri Lanka
1890-10-01,27.208,0.808,Colombo,Sri Lanka
1890-11-01,27.132,1.228,Colombo,Sri Lanka
1890-12-01,25.6,0.983,Colombo,Sri Lanka
1891-01-01,23.88,0.671,Colombo,Sri Lanka
1891-02-01,23.702,0.808,Colombo,Sri Lanka
1891-03-01,24.995,0.585,Colombo,Sri Lanka
1891-04-01,27.133,1.246,Colombo,Sri Lanka
1891-05-01,28.887,1.012,Colombo,Sri Lanka
1891-06-01,29.29,0.705,Colombo,Sri Lanka
1891-07-01,27.005,0.697,Colombo,Sri Lanka
1891-08-01,26.66,0.311,Colombo,Sri Lanka
1891-09-01,26.971,0.721,Colombo,Sri Lanka
1891-10-01,27.775,0.305,Colombo,Sri Lanka
1891-11-01,27.093,0.675,Colombo,Sri Lanka
1891-12-01,25.607,1.035,Colombo,Sri Lanka
1892-01-01,24.875,0.754,Colombo,Sri Lanka
1892-02-01,25.011,0.391,Colombo,Sri Lanka
1892-03-01,26.264,1.506,Colombo,Sri Lanka
1892-04-01,29.014,0.953,Colombo,Sri Lanka
1892-05-01,29.069,0.653,Colombo,Sri Lanka
1892-06-01,27.745,0.639,Colombo,Sri Lanka
1892-07-01,27.137,0.647,Colombo,Sri Lanka
1892-08-01,26.196,0.82,Colombo,Sri Lanka
1892-09-01,26.206,0.51,Colombo,Sri Lanka
1892-10-01,27.68,0.459,Colombo,Sri Lanka
1892-11-01,25.82,0.716,Colombo,Sri Lanka
1892-12-01,24.894,0.75,Colombo,Sri Lanka
1893-01-01,23.247,0.463,Colombo,Sri Lanka
1893-02-01,22.389,0.58,Colombo,Sri Lanka
1893-03-01,24.622,0.604,Colombo,Sri Lanka
1893-04-01,27.57,0.546,Colombo,Sri Lanka
1893-05-01,28.229,0.512,Colombo,Sri Lanka
1893-06-01,26.997,0.582,Colombo,Sri Lanka
1893-07-01,26.687,0.55,Colombo,Sri Lanka
1893-08-01,26.367,0.377,Colombo,Sri Lanka
1893-09-01,26.437,0.513,Colombo,Sri Lanka
1893-10-01,27.055,0.596,Colombo,Sri Lanka
1893-11-01,27.417,0.638,Colombo,Sri Lanka
1893-12-01,25.23,0.621,Colombo,Sri Lanka
1894-01-01,24.407,0.564,Colombo,Sri Lanka
1894-02-01,24.798,0.801,Colombo,Sri Lanka
1894-03-01,26.019,0.832,Colombo,Sri Lanka
1894-04-01,27.509,0.426,Colombo,Sri Lanka
1894-05-01,28.844,0.483,Colombo,Sri Lanka
1894-06-01,27.981,0.522,Colombo,Sri Lanka
1894-07-01,26.51,0.222,Colombo,Sri Lanka
1894-08-01,26.723,0.452,Colombo,Sri Lanka
1894-09-01,26.451,0.596,Colombo,Sri Lanka
1894-10-01,27.246,0.548,Colombo,Sri Lanka
1894-11-01,26.344,0.56,Colombo,Sri Lanka
1894-12-01,25.304,1.105,Colombo,Sri Lanka
1895-01-01,23.787,1.201,Colombo,Sri Lanka
1895-02-01,23.911,0.573,Colombo,Sri Lanka
1895-03-01,25.939,0.792,Colombo,Sri Lanka
1895-04-01,27.329,0.871,Colombo,Sri Lanka
1895-05-01,28.955,0.833,Colombo,Sri Lanka
1895-06-01,28.234,0.394,Colombo,Sri Lanka
1895-07-01,26.997,0.62,Colombo,Sri Lanka
1895-08-01,26.436,0.451,Colombo,Sri Lanka
1895-09-01,26.506,0.43,Colombo,Sri Lanka
1895-10-01,27.609,0.382,Colombo,Sri Lanka
1895-11-01,27.635,0.369,Colombo,Sri Lanka
1895-12-01,25.166,0.643,Colombo,Sri Lanka
1896-01-01,24.532,0.777,Colombo,Sri Lanka
1896-02-01,24.108,0.422,Colombo,Sri Lanka
1896-03-01,26.291,0.764,Colombo,Sri Lanka
1896-04-01,28.633,0.845,Colombo,Sri Lanka
1896-05-01,29.48,0.222,Colombo,Sri Lanka
1896-06-01,28.038,0.376,Colombo,Sri Lanka
1896-07-01,27.013,0.301,Colombo,Sri Lanka
1896-08-01,25.974,0.383,Colombo,Sri Lanka
1896-09-01,27.382,0.481,Colombo,Sri Lanka
1896-10-01,29.175,0.818,Colombo,Sri Lanka
1896-11-01,28.336,0.873,Colombo,Sri Lanka
1896-12-01,26.609,0.791,Colombo,Sri Lanka
1897-01-01,24.356,1.775,Colombo,Sri Lanka
1897-02-01,24.244,1.439,Colombo,Sri Lanka
1897-03-01,25.068,1.069,Colombo,Sri Lanka
1897-04-01,27.777,1.386,Colombo,Sri Lanka
1897-05-01,29.18,0.891,Colombo,Sri Lanka
1897-06-01,28.972,0.468,Colombo,Sri Lanka
1897-07-01,27.46,0.881,Colombo,Sri Lanka
1897-08-01,27.103,0.409,Colombo,Sri Lanka
1897-09-01,27.277,0.458,Colombo,Sri Lanka
1897-10-01,27.612,0.563,Colombo,Sri Lanka
1897-11-01,26.387,0.894,Colombo,Sri Lanka
1897-12-01,24.683,0.665,Colombo,Sri Lanka
1898-01-01,24.264,1.09,Colombo,Sri Lanka
1898-02-01,23.592,0.687,Colombo,Sri Lanka
1898-03-01,26.065,0.703,Colombo,Sri Lanka
1898-04-01,28.146,1.183,Colombo,Sri Lanka
1898-05-01,29.26,0.557,Colombo,Sri Lanka
1898-06-01,28.122,0.455,Colombo,Sri Lanka
1898-07-01,26.754,0.431,Colombo,Sri Lanka
1898-08-01,26.488,0.613,Colombo,Sri Lanka
1898-09-01,26.564,0.314,Colombo,Sri Lanka
1898-10-01,28.551,0.32,Colombo,Sri Lanka
1898-11-01,27.854,0.488,Colombo,Sri Lanka
1898-12-01,26.345,0.774,Colombo,Sri Lanka
1899-01-01,22.759,0.797,Colombo,Sri Lanka
1899-02-01,24.067,0.611,Colombo,Sri Lanka
1899-03-01,26.279,0.749,Colombo,Sri Lanka
1899-04-01,26.984,0.488,Colombo,Sri Lanka
1899-05-01,28.677,0.41,Colombo,Sri Lanka
1899-06-01,27.761,0.628,Colombo,Sri Lanka
1899-07-01,27.397,0.502,Colombo,Sri Lanka
1899-08-01,27.455,0.676,Colombo,Sri Lanka
1899-09-01,27.348,0.717,Colombo,Sri Lanka
1899-10-01,28.757,1.287,Colombo,Sri Lanka
1899-11-01,27.509,1.139,Colombo,Sri Lanka
1899-12-01,26.066,0.671,Colombo,Sri Lanka
1/1/1900,24.31,1.25,Colombo,Sri Lanka
2/1/1900,24.235,1.823,Colombo,Sri Lanka
3/1/1900,25.973,1.086,Colombo,Sri Lanka
4/1/1900,27.596,1.331,Colombo,Sri Lanka
5/1/1900,29.045,0.687,Colombo,Sri Lanka
6/1/1900,29.203,0.859,Colombo,Sri Lanka
7/1/1900,27.852,0.748,Colombo,Sri Lanka
8/1/1900,26.667,0.339,Colombo,Sri Lanka
9/1/1900,26.943,0.576,Colombo,Sri Lanka
10/1/1900,27.724,0.478,Colombo,Sri Lanka
11/1/1900,27.859,0.551,Colombo,Sri Lanka
12/1/1900,26.606,0.765,Colombo,Sri Lanka
1/1/1901,23.87,0.86,Colombo,Sri Lanka
2/1/1901,22.899,0.566,Colombo,Sri Lanka
3/1/1901,26.263,0.625,Colombo,Sri Lanka
4/1/1901,27.854,0.738,Colombo,Sri Lanka
5/1/1901,29.054,0.52,Colombo,Sri Lanka
6/1/1901,28.354,0.675,Colombo,Sri Lanka
7/1/1901,27.166,0.713,Colombo,Sri Lanka
8/1/1901,26.522,0.298,Colombo,Sri Lanka
9/1/1901,27.262,0.441,Colombo,Sri Lanka
10/1/1901,27.998,0.897,Colombo,Sri Lanka
11/1/1901,27.825,0.791,Colombo,Sri Lanka
12/1/1901,26.09,0.617,Colombo,Sri Lanka
1/1/1902,25.241,0.646,Colombo,Sri Lanka
2/1/1902,24.783,0.535,Colombo,Sri Lanka
3/1/1902,26.99,0.323,Colombo,Sri Lanka
4/1/1902,28.175,0.385,Colombo,Sri Lanka
5/1/1902,29.727,0.354,Colombo,Sri Lanka
6/1/1902,28.733,0.439,Colombo,Sri Lanka
7/1/1902,27.721,0.753,Colombo,Sri Lanka
8/1/1902,27.457,0.552,Colombo,Sri Lanka
9/1/1902,26.94,0.425,Colombo,Sri Lanka
10/1/1902,28.782,0.385,Colombo,Sri Lanka
11/1/1902,27.42,0.971,Colombo,Sri Lanka
12/1/1902,25.605,0.808,Colombo,Sri Lanka
1/1/1903,23.996,0.645,Colombo,Sri Lanka
2/1/1903,23.318,0.578,Colombo,Sri Lanka
3/1/1903,24.657,0.306,Colombo,Sri Lanka
4/1/1903,27.09,0.852,Colombo,Sri Lanka
5/1/1903,28.618,0.623,Colombo,Sri Lanka
6/1/1903,28.623,1.187,Colombo,Sri Lanka
7/1/1903,27.087,0.849,Colombo,Sri Lanka
8/1/1903,26.806,0.278,Colombo,Sri Lanka
9/1/1903,27.081,0.426,Colombo,Sri Lanka
10/1/1903,27.459,0.439,Colombo,Sri Lanka
11/1/1903,26.56,0.63,Colombo,Sri Lanka
12/1/1903,24.802,0.508,Colombo,Sri Lanka
1/1/1904,24.566,0.759,Colombo,Sri Lanka
2/1/1904,24.483,0.931,Colombo,Sri Lanka
3/1/1904,25.488,0.713,Colombo,Sri Lanka
4/1/1904,27.515,0.338,Colombo,Sri Lanka
5/1/1904,29.111,0.367,Colombo,Sri Lanka
6/1/1904,28.024,0.781,Colombo,Sri Lanka
7/1/1904,27.015,0.469,Colombo,Sri Lanka
8/1/1904,26.965,0.573,Colombo,Sri Lanka
9/1/1904,26.98,0.364,Colombo,Sri Lanka
10/1/1904,28.216,0.484,Colombo,Sri Lanka
11/1/1904,26.546,0.559,Colombo,Sri Lanka
12/1/1904,25.31,0.485,Colombo,Sri Lanka
1/1/1905,23.253,0.777,Colombo,Sri Lanka
2/1/1905,21.858,0.471,Colombo,Sri Lanka
3/1/1905,24.144,0.337,Colombo,Sri Lanka
4/1/1905,25.626,0.661,Colombo,Sri Lanka
5/1/1905,29.306,1.198,Colombo,Sri Lanka
6/1/1905,29.137,0.469,Colombo,Sri Lanka
7/1/1905,27.437,0.406,Colombo,Sri Lanka
8/1/1905,26.966,0.535,Colombo,Sri Lanka
9/1/1905,27.285,0.43,Colombo,Sri Lanka
10/1/1905,28.509,0.545,Colombo,Sri Lanka
11/1/1905,27.836,0.415,Colombo,Sri Lanka
12/1/1905,24.993,0.726,Colombo,Sri Lanka
1/1/1906,23.477,0.692,Colombo,Sri Lanka
2/1/1906,22.771,0.613,Colombo,Sri Lanka
3/1/1906,24.631,0.399,Colombo,Sri Lanka
4/1/1906,27.104,1.585,Colombo,Sri Lanka
5/1/1906,29.282,0.615,Colombo,Sri Lanka
6/1/1906,27.917,0.396,Colombo,Sri Lanka
7/1/1906,26.953,0.485,Colombo,Sri Lanka
8/1/1906,26.798,0.352,Colombo,Sri Lanka
9/1/1906,26.649,0.611,Colombo,Sri Lanka
10/1/1906,27.766,0.404,Colombo,Sri Lanka
11/1/1906,27.84,0.387,Colombo,Sri Lanka
12/1/1906,25.861,0.695,Colombo,Sri Lanka
1/1/1907,24.74,0.774,Colombo,Sri Lanka
2/1/1907,24.111,0.543,Colombo,Sri Lanka
3/1/1907,25.47,0.661,Colombo,Sri Lanka
4/1/1907,26.818,1.621,Colombo,Sri Lanka
5/1/1907,28.441,0.6,Colombo,Sri Lanka
6/1/1907,28.249,0.271,Colombo,Sri Lanka
7/1/1907,27.195,0.61,Colombo,Sri Lanka
8/1/1907,25.9,0.588,Colombo,Sri Lanka
9/1/1907,26.85,0.514,Colombo,Sri Lanka
10/1/1907,28.194,0.471,Colombo,Sri Lanka
11/1/1907,28.083,0.52,Colombo,Sri Lanka
12/1/1907,25.007,1.054,Colombo,Sri Lanka
1/1/1908,24.038,0.6,Colombo,Sri Lanka
2/1/1908,23.693,0.79,Colombo,Sri Lanka
3/1/1908,24.855,0.366,Colombo,Sri Lanka
4/1/1908,27.689,0.232,Colombo,Sri Lanka
5/1/1908,28.696,0.397,Colombo,Sri Lanka
6/1/1908,28.692,0.339,Colombo,Sri Lanka
7/1/1908,26.405,0.382,Colombo,Sri Lanka
8/1/1908,25.987,0.435,Colombo,Sri Lanka
9/1/1908,26.986,0.327,Colombo,Sri Lanka
10/1/1908,27.963,0.451,Colombo,Sri Lanka
11/1/1908,26.294,0.445,Colombo,Sri Lanka
12/1/1908,24.058,1.134,Colombo,Sri Lanka
1/1/1909,23.69,1.336,Colombo,Sri Lanka
2/1/1909,23.718,0.487,Colombo,Sri Lanka
3/1/1909,26.233,0.435,Colombo,Sri Lanka
4/1/1909,26.824,0.301,Colombo,Sri Lanka
5/1/1909,29.176,0.369,Colombo,Sri Lanka
6/1/1909,27.895,0.574,Colombo,Sri Lanka
7/1/1909,26.269,0.453,Colombo,Sri Lanka
8/1/1909,26.575,0.383,Colombo,Sri Lanka
9/1/1909,26.263,0.315,Colombo,Sri Lanka
10/1/1909,27.341,0.433,Colombo,Sri Lanka
11/1/1909,26.8,0.334,Colombo,Sri Lanka
12/1/1909,25.231,0.712,Colombo,Sri Lanka
1/1/1910,23.88,0.486,Colombo,Sri Lanka
2/1/1910,24.155,1.329,Colombo,Sri Lanka
3/1/1910,25.749,0.733,Colombo,Sri Lanka
4/1/1910,27.359,0.454,Colombo,Sri Lanka
5/1/1910,28.669,0.317,Colombo,Sri Lanka
6/1/1910,27.787,0.288,Colombo,Sri Lanka
7/1/1910,27.13,0.263,Colombo,Sri Lanka
8/1/1910,26.372,0.247,Colombo,Sri Lanka
9/1/1910,26.332,0.285,Colombo,Sri Lanka
10/1/1910,27.069,0.332,Colombo,Sri Lanka
11/1/1910,25.701,0.707,Colombo,Sri Lanka
12/1/1910,24.439,0.749,Colombo,Sri Lanka
1/1/1911,24.462,0.425,Colombo,Sri Lanka
2/1/1911,23.598,0.739,Colombo,Sri Lanka
3/1/1911,24.894,0.923,Colombo,Sri Lanka
4/1/1911,26.739,0.415,Colombo,Sri Lanka
5/1/1911,29.136,0.572,Colombo,Sri Lanka
6/1/1911,27.872,0.379,Colombo,Sri Lanka
7/1/1911,27.35,0.231,Colombo,Sri Lanka
8/1/1911,26.314,0.245,Colombo,Sri Lanka
9/1/1911,27.017,0.619,Colombo,Sri Lanka
10/1/1911,28.521,0.805,Colombo,Sri Lanka
11/1/1911,28.071,0.605,Colombo,Sri Lanka
12/1/1911,26.735,0.704,Colombo,Sri Lanka
1/1/1912,24.811,0.824,Colombo,Sri Lanka
2/1/1912,24.682,0.661,Colombo,Sri Lanka
3/1/1912,25.594,0.506,Colombo,Sri Lanka
4/1/1912,28.158,0.444,Colombo,Sri Lanka
5/1/1912,29.442,0.369,Colombo,Sri Lanka
6/1/1912,29.154,0.585,Colombo,Sri Lanka
7/1/1912,27.327,0.328,Colombo,Sri Lanka
8/1/1912,26.706,0.308,Colombo,Sri Lanka
9/1/1912,27.4,0.404,Colombo,Sri Lanka
10/1/1912,28.129,0.417,Colombo,Sri Lanka
11/1/1912,26.912,0.252,Colombo,Sri Lanka
12/1/1912,25.169,0.393,Colombo,Sri Lanka
1/1/1913,23.796,0.881,Colombo,Sri Lanka
2/1/1913,24.429,0.293,Colombo,Sri Lanka
3/1/1913,24.63,0.546,Colombo,Sri Lanka
4/1/1913,27.599,0.861,Colombo,Sri Lanka
5/1/1913,29.096,0.305,Colombo,Sri Lanka
6/1/1913,27.666,0.779,Colombo,Sri Lanka
7/1/1913,26.823,0.328,Colombo,Sri Lanka
8/1/1913,26.727,0.595,Colombo,Sri Lanka
9/1/1913,27.021,0.677,Colombo,Sri Lanka
10/1/1913,28.118,0.588,Colombo,Sri Lanka
11/1/1913,27.093,0.663,Colombo,Sri Lanka
12/1/1913,25.443,0.91,Colombo,Sri Lanka
1/1/1914,24.463,0.755,Colombo,Sri Lanka
2/1/1914,23.996,0.287,Colombo,Sri Lanka
3/1/1914,24.6,0.537,Colombo,Sri Lanka
4/1/1914,26.675,0.399,Colombo,Sri Lanka
5/1/1914,29.511,0.619,Colombo,Sri Lanka
6/1/1914,28.477,0.529,Colombo,Sri Lanka
7/1/1914,26.867,0.591,Colombo,Sri Lanka
8/1/1914,26.524,0.445,Colombo,Sri Lanka
9/1/1914,27.09,0.504,Colombo,Sri Lanka
10/1/1914,28.48,0.759,Colombo,Sri Lanka
11/1/1914,28.253,0.431,Colombo,Sri Lanka
12/1/1914,25.606,0.486,Colombo,Sri Lanka
1/1/1915,24.266,0.493,Colombo,Sri Lanka
2/1/1915,23.513,0.525,Colombo,Sri Lanka
3/1/1915,25.412,0.97,Colombo,Sri Lanka
4/1/1915,27.498,0.522,Colombo,Sri Lanka
5/1/1915,29.38,0.648,Colombo,Sri Lanka
6/1/1915,29.127,0.55,Colombo,Sri Lanka
7/1/1915,27.725,0.372,Colombo,Sri Lanka
8/1/1915,26.946,0.463,Colombo,Sri Lanka
9/1/1915,27.002,0.285,Colombo,Sri Lanka
10/1/1915,27.722,0.331,Colombo,Sri Lanka
11/1/1915,28.063,0.514,Colombo,Sri Lanka
12/1/1915,24.826,0.565,Colombo,Sri Lanka
1/1/1916,24.539,0.527,Colombo,Sri Lanka
2/1/1916,23.23,0.617,Colombo,Sri Lanka
3/1/1916,26.499,0.666,Colombo,Sri Lanka
4/1/1916,27.522,0.5,Colombo,Sri Lanka
5/1/1916,29.031,0.613,Colombo,Sri Lanka
6/1/1916,27.622,0.348,Colombo,Sri Lanka
7/1/1916,27.506,0.604,Colombo,Sri Lanka
8/1/1916,26.741,0.364,Colombo,Sri Lanka
9/1/1916,26.991,0.295,Colombo,Sri Lanka
10/1/1916,27.66,0.631,Colombo,Sri Lanka
11/1/1916,27.143,0.388,Colombo,Sri Lanka
12/1/1916,24.759,0.712,Colombo,Sri Lanka
1/1/1917,24.3,0.806,Colombo,Sri Lanka
2/1/1917,24.079,0.805,Colombo,Sri Lanka
3/1/1917,25.153,0.882,Colombo,Sri Lanka
4/1/1917,26.672,0.764,Colombo,Sri Lanka
5/1/1917,27.705,0.838,Colombo,Sri Lanka
6/1/1917,27.44,0.362,Colombo,Sri Lanka
7/1/1917,27.322,0.554,Colombo,Sri Lanka
8/1/1917,26.657,0.418,Colombo,Sri Lanka
9/1/1917,26.577,0.453,Colombo,Sri Lanka
10/1/1917,26.895,0.567,Colombo,Sri Lanka
11/1/1917,25.987,0.48,Colombo,Sri Lanka
12/1/1917,24.511,0.847,Colombo,Sri Lanka
1/1/1918,23.696,0.674,Colombo,Sri Lanka
2/1/1918,24.054,0.501,Colombo,Sri Lanka
3/1/1918,25.808,0.692,Colombo,Sri Lanka
4/1/1918,26.403,0.431,Colombo,Sri Lanka
5/1/1918,28.08,0.341,Colombo,Sri Lanka
6/1/1918,27.822,0.258,Colombo,Sri Lanka
7/1/1918,28.055,0.342,Colombo,Sri Lanka
8/1/1918,27.186,0.416,Colombo,Sri Lanka
9/1/1918,27.209,0.394,Colombo,Sri Lanka
10/1/1918,28.527,0.844,Colombo,Sri Lanka
11/1/1918,28.484,0.573,Colombo,Sri Lanka
12/1/1918,25.645,1.057,Colombo,Sri Lanka
1/1/1919,24.547,0.586,Colombo,Sri Lanka
2/1/1919,24.07,0.67,Colombo,Sri Lanka
3/1/1919,25.399,0.518,Colombo,Sri Lanka
4/1/1919,27.022,0.442,Colombo,Sri Lanka
5/1/1919,29.104,0.366,Colombo,Sri Lanka
6/1/1919,27.988,0.62,Colombo,Sri Lanka
7/1/1919,27.125,0.205,Colombo,Sri Lanka
8/1/1919,26.612,0.381,Colombo,Sri Lanka
9/1/1919,27.213,0.337,Colombo,Sri Lanka
10/1/1919,28.003,0.308,Colombo,Sri Lanka
11/1/1919,28.058,0.372,Colombo,Sri Lanka
12/1/1919,25.182,0.492,Colombo,Sri Lanka
1/1/1920,25.36,0.587,Colombo,Sri Lanka
2/1/1920,24.056,0.644,Colombo,Sri Lanka
3/1/1920,26.045,0.502,Colombo,Sri Lanka
4/1/1920,27.253,0.591,Colombo,Sri Lanka
5/1/1920,28.723,0.472,Colombo,Sri Lanka
6/1/1920,28.182,0.723,Colombo,Sri Lanka
7/1/1920,26.873,0.392,Colombo,Sri Lanka
8/1/1920,26.758,0.592,Colombo,Sri Lanka
9/1/1920,27.483,0.239,Colombo,Sri Lanka
10/1/1920,28.633,0.483,Colombo,Sri Lanka
11/1/1920,28.006,0.946,Colombo,Sri Lanka
12/1/1920,25.336,0.611,Colombo,Sri Lanka
1/1/1921,24.529,0.59,Colombo,Sri Lanka
2/1/1921,23.956,0.783,Colombo,Sri Lanka
3/1/1921,26.418,0.262,Colombo,Sri Lanka
4/1/1921,28.082,0.489,Colombo,Sri Lanka
5/1/1921,29.27,0.379,Colombo,Sri Lanka
6/1/1921,28.418,0.404,Colombo,Sri Lanka
7/1/1921,27.12,0.802,Colombo,Sri Lanka
8/1/1921,26.469,0.555,Colombo,Sri Lanka
9/1/1921,26.579,0.41,Colombo,Sri Lanka
10/1/1921,28.05,0.266,Colombo,Sri Lanka
11/1/1921,26.79,0.282,Colombo,Sri Lanka
12/1/1921,25.644,0.452,Colombo,Sri Lanka
1/1/1922,24.384,0.44,Colombo,Sri Lanka
2/1/1922,24.632,0.499,Colombo,Sri Lanka
3/1/1922,25.801,0.286,Colombo,Sri Lanka
